順位,ネーム,ルームナンバー,info,登録者数
1302,易芷音,860774,【Alice Heart 所属】致郁系VUP ，喜欢可以关注一下。呆音群:1037564816 画师麻麻:QS11 模型麻麻:安妈,"1,957"
1303,布明因子_,8033262,在职画师，毕业皮套人，合作请私信。约稿群：1058480311 今年已约满，暂不接单,"1,950"
1304,音仙吕,387113126,一个扬州女孩，一个顏值和實力並存的歌姬，一见钟情，估计就是真爱了，大概也许吧，仙吕粉丝群号942911597 .,"1,941"
1305,娜娜米Official,77575804,咩夸单推狼，开学了所以姑且失踪,"1,939"
1306,茉离Official,648809981,MZ次元N系列 喜欢给人系红线的小红娘~单挑群：966916155,"1,938"
1307,世寒Sekan,37967939,"是一只狗，暂时停止活动
                目前工作在ocuto二创组
                合作请私信","1,937"
1308,神谷Neco-Official,73368479,这里是神谷Neco的官方账号！初次见面，还请多多关照哦～,"1,931"
1309,剁椒小纱鱼,5035137,5035137,"1,927"
1310,櫛田奈巳_KusidaNami,5168432,套皮游戏主播。今日も元気ないね,"1,920"
1311,鸟居幽Official,17198,【个人势】阴阳师鸟居幽，请多关照！养鸟据点：1025502089,"1,919"
1312,カルロ・ピノofficial,441666956,441666956,"1,916"
1313,SALLAofficial,431649871,Observation record of SALLA.R,"1,893"
1314,冬月冰织_Official,442403107,忘崽牛奶 所属个人势Vup 冬月冰织//妈妈@小仙女//,"1,870"
1315,望月遥Haruka,622623143,唔…那就说些什么吧——这里是爱好广泛的个人势vup，一只御姐熊猫~母上是@喵田弥夜Miya//粉丝群：465031003,"1,864"
1316,柚木千海Channel,297521482,"个人势，是能看见幽灵的普通高中生（？）——爱好是画画，van游戏和唱歌（拉垮）【是音游人】
                【养老群：688507350】","1,864"
1317,白咲澈月,9176132,"「夏が終わった」
                不定时佛系直播(!!=O▽O=!!)
                世界第一魔法使的超级结界:731867640","1,864"
1318,狛井葵-香港Vtuber,5648480,"来自香港的虚拟主播,主要说广东话。妈妈说想看所以开通B站了OAO主要在油管拍片跟直播玩游戏。这边主要搬运实况跟精华影片。","1,861"
1319,卍辉煌·荣耀卐,11314202,本人学生党，wargame玩家造型党，游戏区兼职杂谈区vup，随缘更新 粉丝群511178724,"1,857"
1320,月霖Channel,456631019,大家好~这里是新人vup月霖~是来自异世界的夜莺！晚上八点左右直播哦~欢迎大家来月霖异世界的休息室：235269407,"1,851"
1321,米呦Miyu,283509107,想努力回应大家的喜欢！希望爱和努力都能得到回应！,"1,846"
1322,MZ次元,402355190,"专业承接原画，l2d，剧本，分镜等外包制作，专业，高效，价格优惠。
                唯一指定QQ3274869014，谢谢！","1,826"
1323,星见七实,5487439,病弱VUP八美肉系写手，个人势vup，麻麻是@雛森步，群号288218608，入群答案可以在自我介绍（迫真）中找到。,"1,823"
1324,多尔文Official,586873082,顶级游戏生草整活达人，MZ次元N系列一号~,"1,819"
1325,默然-mory,20714271,个人势八美肉，喜欢打游戏，偶尔做做MMD。最近摸到九月，随缘突击。,"1,812"
1326,如月みう,587953984,❀₍ ᐢ. .ᐢ ₎现居关西的17岁美少女❀~,"1,810"
1327,奈子Nakooo,387091887,"据说是一位口胡偶像
                交流群:954541621
                来自@winks


              ","1,806"
1328,我妻雪橙,2472951,尽全力做好喜欢的事情。o(*///▽///*)q,"1,788"
1329,双性别の冷幻C,37170037,喜欢玩我的世界的 新人vup 直播时间每周六周日开播 冷幻粉丝群：1013867331,"1,787"
1330,娜娜科卡芙,12895828,i,"1,786"
1331,天久ふみかofficial,7961231,这里是虚拟up主天久郁甲（バ美肉）有空会直播(*^▽^*) 请大家多多指教 粉丝群天久ふみか的军械库：717605396,"1,780"
1332,ANOL丶老宅,565234,法兰西二次元教主，什么都不会　妈：@原汐prototidron,"1,775"
1333,SoulHunter掠魂者俱乐部,438880875,438880875,"1,767"
1334,水川静流Channel,5971153,✨泡泡茶会✨个人势，时常发呆，经常性无脑。,"1,765"
1335,Shimimo_Channel,130016056,这里是Shimimo，个人势Vup。老年FPS玩家、MOBA瞌睡玩家。老二刺螈了。喜欢我的话可以点一下关注~,"1,762"
1336,帕洛特Official,627360567,【MZ次元N系列】 原本是个高达驾驶员 现悬疑恐怖单机势转型中……RPG 打牌 画画 拼胶 无所不能,"1,747"
1337,喜欢死灵法师的僵尸,18171406,"这只是一个兴趣使然的vup。画师妈妈是黑雪空，模型是自己制作。
                喜欢打游戏和摸鱼。
                单模型接单加粉丝群QQ群：1536 04358 ","1,737"
1338,钱钱酱okane,47139275,个人势清楚系VUP 是个候选财神 我很可爱请给我钱！我就想好好活着…钱钱酱的直播通知群：722807437,"1,737"
1339,陆然-陆知愠Official,401755222,"学术拯救世界
                新人vtuber请多关照！账号目前是妹妹在用哦～","1,734"
1340,陆千_Rikusen,195742895,是雪狼，目前正在修行中！是圈家老三！已有饲养员www,"1,725"
1341,DuckDriver官方,573556,虚拟主播同人社团DuckDriver官方账号。DD社的大家都很可爱！快来单（D）推(D)她们吧！,"1,722"
1342,桃川久美Official,2386343,个人势虚拟jk猫猫桃川久美，叫我kumi就行啦！我喜欢玩推理解谜类的游戏！吃桃群：1094149925，暗号0203×最近想变成吸血鬼×,"1,722"
1343,夏凛karin_Official,895536,个人势VUP，是猫猫！不定时播些游戏~沉迷ff14，肥肥专业户。夏凛の猫窝：1067371559。欢迎和我联动！,"1,708"
1344,星野霞Official,116049162,I'll be back soon 2020,"1,708"
1345,歌者狗耳,3014726,隔壁家的虚拟偶像，网易云/腾讯音乐人。网易云/微博多平台：歌者狗耳 群：397865390,"1,699"
1346,乔微微_Official,544133342,大家好~我是魔女Project所属的纪律委员微微，每周一召开线上主题班会~希望和你共同进步，加油！,"1,695"
1347,猫山Shiro,4613840,御猫族，<Virtual Dove>一期生希洛，人形自走抓娃娃机，单挑群：332050343 进来玩,"1,684"
1348,琳德Channel,11693346,妖灵project所属vup八美肉，喜欢游戏音乐，超佛系，不定期直播，喜欢的话关注一下吧～群号1071685160,"1,681"
1349,兎芽TokaOffical,630606635,这里是兔芽Toka的官号！欢迎关注www,"1,669"
1350,南关关_Official,470992099,大概是被相声耽误的原画师！每周日20点直播 网易云：南关关 Q群：494093177 ボカロ/VUP/HW/まふ月,"1,667"
1351,风间雀Channel,12093303,Avis所属新米vup ,"1,651"
1352,叶崎花火,164867520,憨批虚拟狐狸，啥都做，合作请私信，憨憨群：817986322,"1,641"
1353,幻月_Gengetu,432175033,个人势咸鱼vup 希望自己可以更努力！ 闲聊群：159801150 欢迎来聊天~ 合作联动请私信or企鹅~,"1,633"
1354,墨以恒轩,3298932,"是个会做live2d的微啊噗
                多才多艺，沙雕第一
                直播粉丝群：643401839
                l2d交流群：958317879","1,630"
1355,琼可艾莉耶,12960120,这里是琼可·艾莉耶 推特@jokealiy 个人势哒 还在努力变更好(･ิϖ･ิ)っ 有意见和社团可以私聊鸭,"1,629"
1356,元气少年洛鸢,173435110,我永远喜欢泠鸢 目前风格：沙雕 离卖萌风格：20/100awa,"1,625"
1357,相沢光_ひかり_HIKARI,4537059,你好，我是相沢光，是个侦探，INKSCHOOL一期生。侦探事务所（直播通知群）群号：603668358，欢迎来玩！,"1,622"
1358,北山大王-苏怡之Channel,448765600,隶属魔女公司的个人势黑豹vup ！超宠粉 游戏 唱歌 电台故事 手工技能 贤惠型豹子 黑豹培养基地:835830916 欢迎一起玩,"1,609"
1359,伊德雅,384941915,粉丝群：585638659,"1,608"
1360,雨鹦RainParrot,5352545,"嗷，你发现了一只大可爱(・・)
                我也不知道我的下个视频会投哪个区
                一般每天晚上9点前开播，除非在忙","1,606"
1361,夜德奈奈Nanayede,9233284,-魔女公司sp-所属Vup，吸血鬼夜德奈奈。希望各位先辈多多关照！单挑群：419124108（现在的Vup这么多，没必要盯着一个不放）,"1,602"
1362,喵枫にゃぁ,32199222,是个人势vup喵～ 今后也请大家多多关照qwq 粉丝群号：656424761,"1,600"
1363,一团YUI喵,838046,日系美少年爱好者。,"1,595"
1364,MayaPutri搬运组,455888811,"欢迎加入Maya Putri应援群，群聊号码：781415698
                长期吃人：印尼语人才，英翻/日翻，时轴。授权在要了，等个回复。","1,576"
1365,艾伦爱雅演绎剧场,15469857,"Nameless Project的一个普通up主


                猫无良的cv大概","1,573"
1366,阿卡狐狐Official,879478,<ChaosLive·S>所属Vup 插画师 live2d动作师。约稿及合作请b站私信。粉丝交流群：106613764,"1,572"
1367,三枝番夏Channel,554576,爱玩爱折腾的个人势选手——三枝番夏是也(<ゝω·)Kira~ 番茄种植园：1021499679,"1,566"
1368,白夜墨,12571355,沙雕的猫巾袋鼠路人NPC的我你喜欢吗？投币和充电b克拉都可以拿粉丝勋章哦ouo,"1,566"
1369,花雲燻official,533193037,花雲くゆり???? @HanagumoKuyuri 商务 hoshimeguri.campus@gmail.com,"1,562"
1370,守矢麻衣,604245,已签约隔壁，停止在这边活动。,"1,561"
1371,羽鳥Akira,15116025,"这里是某种不可探测生物的人类意识投影
                干扰信息观测收集据点
                精神意志博物馆建造中
                游戏/画画/杂谈
                底层arc人
                群1095573438","1,558"
1372,原梓channel,427477705,kenlos所属。不会忘记我曾有你们当我小弟。 ,"1,553"
1373,白凛初雪Yuki_,13496620,"是新人个人势喵～一只来自喵喵星的兔兔ww
                出道准备ing……
              ","1,547"
1374,萤くろまた_Channel,907303,<ChaosLive·S>男低音系音游Vup，V2.0立绘绝赞配信中，偶尔会唱歌和聊天，粉丝整活群：179882638,"1,547"
1375,糸色響,2804063,...,"1,544"
1376,洛雨歌_Rauka,412162133,Paimon Hell属L2D业余模型师 男孩子 病弱 直播时间一般在下午 个人QQ:1954333260 粉丝群群号:1046458248,"1,542"
1377,SericaCyning_辛宁,12065970,Serica·Cyning Official 你好！这里是隶属于███帝国████院██总局███科的辛宁！ˢᵉʳⁱᶜᵃ·ᶜʸⁿⁱⁿᵍ,"1,541"
1378,皆川若橙子Mikan,2102318,是野生vup若橙子，想把糖水橘子和鱼豆腐混在一起做麻辣烫。可以聊天的群：939089606 直播间挂的是直播通知群,"1,528"
1379,奶盖不吃,1877063,一个喜欢神秘，恐怖题材的人，呐，爱听恐怖故事么？,"1,525"
1380,轻又,826101,约稿私信，A3密推杂食，个人势vup，tb店轻又，Lof/wb/油管/推：轻又，P站3449894，群:1197770，爱发电@neovia,"1,519"
1381,千雪_Chiyuki,513183186,Paimon Hell所属混沌系高阶血族，整活型八美肉，麻麻是K木区，粉丝群1098905992。欢迎找我玩哦( ˃̶̤́ ꒳ ˂̶̤̀ ),"1,516"
1382,华江兔莓official,609570409,うさぎに乗ってやってきた！苺の国のお姫様????,"1,506"
1383,政委Official,14024186,这个vup很懒，他什么也没有写,"1,506"
1384,竹菇笙Official,3375371,一颗笙菇，Virtual Dove舍长-竹菇笙 ，养菇场：661966455 。希望能努力做到像阿葵一样阳光，带给大家安心跟欢乐。,"1,504"
1385,赤三本Official,21676618,一只机灵的小垂耳犬～ 直播内容:游戏/唱歌/杂谈。群:877580566,"1,490"
1386,白鸟Shirotori,1744076,网瘾很重的个人势羊驼vup，粉丝群：188698318。l2d&模型妈妈：五月梅花落❤️,"1,485"
1387,巴克_Buck,534982695,-Croven教团- 有没有单推人，没有明天再来问一遍 录播：@魔法手账本 Q群：884595472,"1,483"
1388,太皮鹿Channel,238742575,个人势vup~脑洞清奇的治愈系配音演员，最爱调皮捣蛋～不想重复别人做过的事，努力活成眼睛里有光的模样~鹿窝：757120109,"1,480"
1389,枪佐yariza,639235,✨泡泡茶会✨自我介绍制作中，是一位狼人神父哦，欢迎大家来礼拜堂找我聊天！ ,"1,478"
1390,初颜大可爱,387236794,"一只画风奇怪的虚拟主播
                唱歌跑调 一言不合就抽奖
                电脑苦手 真实社畜 氪金玩家


                福利群：494903384

              ","1,476"
1391,花見棟楠,11323975,"用爱发电打工仔 本职是发日常和卖安利
                匿名对线:https://www.pomeet.com/yQOzI16v ","1,464"
1392,幽ヶ崎海愛official,533193038,星巡学园・幽ヶ崎海愛　官方频道 Twitter @HanagumoKuyuri 商务 hoshimeguri.camp,"1,462"
1393,Elena-沐沐,687304,隶属于雪花团的死宅。团长：@ーももこー 公开情报：726449556,"1,454"
1394,诺夜洛祁桑Official,348436944,我的名字是 诺夜洛祁桑. 虚拟音乐人Twitter:@398noe,"1,453"
1395,Facemoe,472260465,这里是facemoe企划官方账号。 ,"1,452"
1396,VGaming箱推字幕组,394856061,tyaro，sakyu已有授权，其余海盗。VG粉丝群：948277873 组群：964327898 吃人,"1,448"
1397,_Sumire_Official,2284443,个人势vup 是虚拟龙人 喜欢做沙雕视频和打游戏 喜欢的话点个关注吧！/妈妈：你是要做断幺九吧,"1,448"
1398,杨小莜_Official,600325424,"大家好～我的名字叫杨小莜！刚建的QQ群：683118430
                进群直播通知哦！","1,447"
1399,梅亚莉Official,412113528,梅亚莉因为疫情相关的事，积极抗疫中，让我们一起等她回来吧,"1,447"
1400,叶笙Wolf,21370617,一只正在努力的新人小动物vup,"1,444"
1401,长安唐棠,8173234,一体双魂之狐。个人势虚拟主播，联动请私信。小破群:1047746156,"1,436"
1402,柚子Yuuneko,38306163,个人势vup，不会唱歌，不会画画。喜欢玩游戏，但都很菜。画师是:喵田弥夜Myia,"1,431"
1403,片桐泉_izumi,14141878,「魔女公司project」不是v 是个唱见 会露面ᕙ(๑^o^๑)ᕗ 自己玩的开心就好 群：534775002,"1,431"
1404,无有白_,249684302,<ChaosLive>天存组，几乎全能画画？粉丝群:1087208510，约稿私信,"1,429"
1405,恋碳_Koitan,505040009,"輝く明日に誓ってる「前へススメ」
                感谢你愿意听我唱歌 一切都是兴趣使然
                群-1029740708 网易云-Koitan.","1,426"
1406,风早Channel,28656055,"我是風早アズサ
                哥哥是風早タマシ
                我目前vup暂时毕业停止活动中
                以后转生了可能哥哥也会来代播的
                请多指教~
                群号：640086306","1,424"
1407,奥因杜卡,926620,叫莉莉就好,"1,421"
1408,秋元松,1610379,个人势虚拟VUP，请多多指教~,"1,420"
1409,雪菜卷儿Channel,11500298,Vup学院所属的バ美肉，没有梦想。暂时毕业,"1,419"
1410,マド_Mado,503917661,"Antinomy13Connect所属，佐久町マド~~~
                来自月球的兔子?对人界电子设备一窍不通
                也可以叫麻豆，游戏力很低><","1,418"
1411,米勒だよ,145190245,个人势vup米勒 不管何时 我都会在这里的哦 茶馆永远对大家开放 喜欢的话就点个关注嘛QAQ,"1,406"
1412,Panda凪,3663671,愿我的火焰长存于此……,"1,405"
1413,豆沙包Official,4097824,个人势有家包子铺：684675823 只要你愿意听，我就会一直唱下去！（=´∇｀=）❤️,"1,405"
1414,楪帆波official,533193036,星巡学园・楪 帆波　官方频道 Twitter @Yuzuriha_honami 商务 hoshimeguri.camp,"1,391"
1415,Vveneto_channel,5696525,白天是笨蛋晚上是三无深夜是感性 的虚拟蠢蛋 收容所:1007846602,"1,390"
